"Pi" "biasResponse1" "biasResponse2" "biasResponse3" "biasResponse4" "biasResponse5" "biasResponse6" "biasResponse7" "biasResponse8" "biasResponse9" "biasResponse10"
0 0.419049183204667 0.418924427415167 0.419191514970667 0.419256085751667 0.418901853307333 0.4189460579235 0.418948629132667 0.419074989044667 0.418398660489 0.418796231933333
0.0344827586206897 0.41771376 0.417606593333333 0.417878196666667 0.41793184 0.417581781666667 0.41762232 0.417625563333333 0.41773914 0.417090118333333 0.417461223333333
0.0689655172413793 0.416378331666667 0.416288761666667 0.416564876666667 0.416607593333333 0.416261716666667 0.41629858 0.416302503333333 0.416403296666667 0.415781578333333 0.416126213333333
0.103448275862069 0.415042908333333 0.41497093 0.415251555 0.415283343333333 0.414941645 0.41497484 0.414979436666667 0.415067448333333 0.414473038333333 0.414791196666667
0.137931034482759 0.413707485 0.413653098333333 0.413938235 0.413959096666667 0.413621575 0.413651101666667 0.413656375 0.4137316 0.413164495 0.413456186666667
0.172413793103448 0.412372061666667 0.412335263333333 0.412624915 0.412634851666667 0.412301508333333 0.412327361666667 0.412333308333333 0.412395751666667 0.411855955 0.412121176666667
0.206896551724138 0.411036635 0.411017433333333 0.411311595 0.411310606666667 0.410981438333333 0.411003625 0.41101025 0.41105991 0.410547416666667 0.410786168333333
0.241379310344828 0.409701208333333 0.409699598333333 0.409998271666667 0.409986351666667 0.409661365 0.409679881666667 0.40968718 0.409724058333333 0.409238873333333 0.409451153333333
0.275862068965517 0.408365786666667 0.408381768333333 0.408684951666667 0.408662106666667 0.4083413 0.408356148333333 0.40836412 0.408388211666667 0.40793033 0.408116145
0.310344827586207 0.407030365 0.407063931666667 0.407371633333333 0.407337861666667 0.40702123 0.40703241 0.407041055 0.407052365 0.406621791666667 0.406781135
0.344827586206897 0.405694936666667 0.405746101666667 0.406058313333333 0.406013616666667 0.40570116 0.405708671666667 0.405717993333333 0.405716518333333 0.405313253333333 0.405446125
0.379310344827586 0.404359515 0.404428271666667 0.404744993333333 0.404689366666667 0.404381095 0.404384933333333 0.404394928333333 0.404380675 0.404004715 0.404111116666667
0.413793103448276 0.403024088333333 0.403110436666667 0.40343167 0.403365116666667 0.40306102 0.40306119 0.403071865 0.403044823333333 0.402696166666667 0.402776101666667
0.448275862068966 0.401688665 0.401792601666667 0.40211835 0.402040871666667 0.40174095 0.401737451666667 0.401748798333333 0.401708976666667 0.401387628333333 0.401441088333333
0.482758620689655 0.400353238333333 0.400474771666667 0.400805031666667 0.400716626666667 0.400420885 0.400413713333333 0.400425738333333 0.40037313 0.400079088333333 0.400106078333333
0.517241379310345 0.399017816666667 0.39915694 0.399491711666667 0.399392376666667 0.399100815 0.399089975 0.399102673333333 0.399037286666667 0.39877055 0.39877107
0.551724137931034 0.397682388333333 0.397839105 0.398178388333333 0.398068128333333 0.397780741666667 0.397766231666667 0.397779608333333 0.397701435 0.397462001666667 0.397436055
0.586206896551724 0.396346961666667 0.39652127 0.396865068333333 0.396743883333333 0.396460676666667 0.396442493333333 0.396456543333333 0.396365588333333 0.396153463333333 0.396101046666667
0.620689655172414 0.39501154 0.39520344 0.395551748333333 0.395419638333333 0.395140606666667 0.395118755 0.395133483333333 0.395029741666667 0.394844925 0.394766036666667
0.655172413793103 0.393676116666667 0.39388561 0.39423843 0.394095388333333 0.393820536666667 0.393795021666667 0.393810418333333 0.393693895 0.393536381666667 0.393431026666667
0.689655172413793 0.392340695 0.39256778 0.39292511 0.392771143333333 0.392500471666667 0.392471283333333 0.392487358333333 0.392358051666667 0.392227843333333 0.392096018333333
0.724137931034483 0.391005263333333 0.39124994 0.391611785 0.391446893333333 0.391180396666667 0.39114754 0.391164288333333 0.3910222 0.3909193 0.390761003333333
0.758620689655172 0.389669841666667 0.38993211 0.390298466666667 0.390122648333333 0.389860326666667 0.389823801666667 0.389841228333333 0.389686353333333 0.389610761666667 0.389425995
0.793103448275862 0.388334418333333 0.388614278333333 0.388985151666667 0.388798398333333 0.388540261666667 0.388500063333333 0.388518163333333 0.388350506666667 0.388302218333333 0.38809098
0.827586206896552 0.386998996666667 0.387296443333333 0.387671831666667 0.387474153333333 0.387220191666667 0.387176325 0.387195103333333 0.38701466 0.386993678333333 0.386755971666667
0.862068965517241 0.385663565 0.385978608333333 0.386358508333333 0.386149903333333 0.385900116666667 0.385852581666667 0.385872033333333 0.385678811666667 0.385685136666667 0.385420956666667
0.896551724137931 0.384328141666667 0.384660778333333 0.385045188333333 0.384825658333333 0.384580051666667 0.384528843333333 0.384548973333333 0.384342965 0.384376596666667 0.384085948333333
0.931034482758621 0.38299272 0.383342948333333 0.38373187 0.383501408333333 0.383259981666667 0.383205105 0.383225908333333 0.383007118333333 0.383068053333333 0.382750938333333
0.96551724137931 0.381657298333333 0.382025113333333 0.38241855 0.382177163333333 0.381939911666667 0.381881366666667 0.381902848333333 0.381671271666667 0.381759515 0.38141593
1 0.38032187 0.380707281666667 0.38110523 0.380852918333333 0.380619848333333 0.380557628333333 0.380579783333333 0.380335428333333 0.380450976666667 0.38008092
